project name,SHA,compile,NIO flaky tests,total tests,successful tests,failed tests,skipped tests,time (minutes)
github.com/openhab/openhab-addons:org.openhab.binding.urtsi,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,141
github.com/openhab/openhab-addons:org.openhab.binding.valloxmv,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,141
github.com/openhab/openhab-addons:org.openhab.binding.vdr,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,142
github.com/openhab/openhab-addons:org.openhab.binding.vektiva,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,142
github.com/openhab/openhab-addons:org.openhab.binding.velbus,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,142
github.com/openhab/openhab-addons:org.openhab.binding.velux,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,143
github.com/openhab/openhab-addons:org.openhab.binding.venstarthermostat,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,143
github.com/openhab/openhab-addons:org.openhab.binding.ventaair,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,143
github.com/openhab/openhab-addons:org.openhab.binding.verisure,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,144
github.com/openhab/openhab-addons:org.openhab.binding.vesync,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,144
github.com/openhab/openhab-addons:org.openhab.binding.vigicrues,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,144
github.com/openhab/openhab-addons:org.openhab.binding.vitotronic,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,145
github.com/openhab/openhab-addons:org.openhab.binding.vizio,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,145
github.com/openhab/openhab-addons:org.openhab.binding.volvooncall,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,145
github.com/openhab/openhab-addons:org.openhab.binding.volumio,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,146
github.com/openhab/openhab-addons:org.openhab.binding.warmup,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,146
github.com/openhab/openhab-addons:org.openhab.binding.weathercompany,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,147
github.com/openhab/openhab-addons:org.openhab.binding.weatherunderground,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,147
github.com/openhab/openhab-addons:org.openhab.binding.webexteams,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,147
github.com/openhab/openhab-addons:org.openhab.binding.webthing,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,148
github.com/openhab/openhab-addons:org.openhab.binding.wemo,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,148
github.com/openhab/openhab-addons:org.openhab.binding.wifiled,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,148
github.com/openhab/openhab-addons:org.openhab.binding.windcentrale,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,149
github.com/openhab/openhab-addons:org.openhab.binding.wlanthermo,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,149
github.com/openhab/openhab-addons:org.openhab.binding.wled,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,149
github.com/openhab/openhab-addons:org.openhab.binding.wolfsmartset,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,150
github.com/openhab/openhab-addons:org.openhab.binding.wundergroundupdatereceiver,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,150
github.com/openhab/openhab-addons:org.openhab.binding.x,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,150
github.com/openhab/openhab-addons:org.openhab.binding.xmltv,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,151
github.com/openhab/openhab-addons:org.openhab.binding.xmppclient,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,151
github.com/openhab/openhab-addons:org.openhab.binding.yamahamusiccast,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,152
github.com/openhab/openhab-addons:org.openhab.binding.yamahareceiver,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,152
github.com/openhab/openhab-addons:org.openhab.binding.yeelight,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,152
github.com/openhab/openhab-addons:org.openhab.binding.yioremote,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,153
github.com/openhab/openhab-addons:org.openhab.binding.zoneminder,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,153
github.com/openhab/openhab-addons:org.openhab.binding.zway,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,153
github.com/openhab/openhab-addons:org.openhab.io.homekit,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,154
github.com/openhab/openhab-addons:org.openhab.io.hueemulation,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,154
github.com/openhab/openhab-addons:org.openhab.io.metrics,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,154
github.com/openhab/openhab-addons:org.openhab.io.neeo,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,155
github.com/openhab/openhab-addons:org.openhab.io.openhabcloud,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,155
github.com/openhab/openhab-addons:org.openhab.persistence.dynamodb,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,156
github.com/openhab/openhab-addons:org.openhab.persistence.influxdb,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,156
github.com/openhab/openhab-addons:org.openhab.persistence.inmemory,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,156
github.com/openhab/openhab-addons:org.openhab.persistence.jdbc,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,157
github.com/openhab/openhab-addons:org.openhab.persistence.jpa,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,157
github.com/openhab/openhab-addons:org.openhab.persistence.mapdb,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,157
github.com/openhab/openhab-addons:org.openhab.persistence.mongodb,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,158
github.com/openhab/openhab-addons:org.openhab.persistence.rrd4j,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,158
github.com/openhab/openhab-addons:org.openhab.transform.bin2json,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,158
github.com/openhab/openhab-addons:org.openhab.transform.exec,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,159
github.com/openhab/openhab-addons:org.openhab.transform.jsonpath,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,159
github.com/openhab/openhab-addons:org.openhab.transform.regex,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,160
github.com/openhab/openhab-addons:org.openhab.transform.rollershutterposition,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,160
github.com/openhab/openhab-addons:org.openhab.transform.scale,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,160
github.com/openhab/openhab-addons:org.openhab.transform.vat,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,161
github.com/openhab/openhab-addons:org.openhab.transform.xpath,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,161
github.com/openhab/openhab-addons:org.openhab.transform.xslt,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,161
github.com/openhab/openhab-addons:org.openhab.voice.googlestt,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,162
github.com/openhab/openhab-addons:org.openhab.voice.googletts,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,162
github.com/openhab/openhab-addons:org.openhab.voice.mactts,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,162
github.com/openhab/openhab-addons:org.openhab.voice.marytts,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,163
github.com/openhab/openhab-addons:org.openhab.voice.mimictts,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,163
github.com/openhab/openhab-addons:org.openhab.voice.picotts,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,164
github.com/openhab/openhab-addons:org.openhab.voice.pipertts,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,164
github.com/openhab/openhab-addons:org.openhab.voice.pollytts,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,164
github.com/openhab/openhab-addons:org.openhab.voice.rustpotterks,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,165
github.com/openhab/openhab-addons:org.openhab.voice.voicerss,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,165
github.com/openhab/openhab-addons:org.openhab.voice.voskstt,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,165
github.com/openhab/openhab-addons:org.openhab.voice.watsonstt,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,166
github.com/openhab/openhab-addons:org.openhab.addons.bom.openhab-addons,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,167
github.com/openhab/openhab-addons:org.openhab.binding.mqtt.ruuvigateway,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,167
github.com/openhab/openhab-addons:org.openhab.addons.reactor.features.karaf,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,168
github.com/openhab/openhab-addons:org.openhab.addons.features.karaf.openhab-addons-external,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,168
github.com/openhab/openhab-addons:org.openhab.addons.features.karaf.openhab-addons,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,169
github.com/openhab/openhab-addons:org.openhab.addons.reactor.itests,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,0,0,0,0,169
github.com/openhab/openhab-addons:org.openhab.automation.groovyscripting.tests,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,1,0,1,0,169
github.com/openhab/openhab-addons:org.openhab.automation.jsscriptingnashorn.tests,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,1,0,1,0,170
github.com/openhab/openhab-addons:org.openhab.binding.astro.tests,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,1,0,1,0,170
github.com/openhab/openhab-addons:org.openhab.binding.avmfritz.tests,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,1,0,1,0,170
github.com/openhab/openhab-addons:org.openhab.binding.feed.tests,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,1,0,1,0,171
github.com/openhab/openhab-addons:org.openhab.binding.hue.tests,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,1,0,1,0,171
github.com/openhab/openhab-addons:org.openhab.binding.max.tests,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,1,0,1,0,171
github.com/openhab/openhab-addons:org.openhab.binding.mielecloud.tests,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,1,0,1,0,172
github.com/openhab/openhab-addons:org.openhab.binding.modbus.tests,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,1,0,1,0,172
github.com/openhab/openhab-addons:org.openhab.binding.mqtt.homeassistant.tests,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,1,0,1,0,173
github.com/openhab/openhab-addons:org.openhab.binding.mqtt.homie.tests,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,1,0,1,0,173
github.com/openhab/openhab-addons:org.openhab.binding.mqtt.ruuvigateway.tests,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,1,0,1,0,173
github.com/openhab/openhab-addons:org.openhab.binding.ntp.tests,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,1,0,1,0,174
github.com/openhab/openhab-addons:org.openhab.binding.systeminfo.tests,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,1,0,1,0,174
github.com/openhab/openhab-addons:org.openhab.binding.tradfri.tests,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,1,0,1,0,174
github.com/openhab/openhab-addons:org.openhab.binding.wemo.tests,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,1,0,1,0,175
github.com/openhab/openhab-addons:org.openhab.persistence.mapdb.tests,4d7864ba1fbde0044c84c32b0d6ddaf0b8461edc,T,0,1,0,1,0,175
github.com/asciidocfx/AsciidocFX:AsciidocFX,f966de9700cefbcf097f1ff1201694a23707cc65,T,0,0,0,0,0,0
github.com/ysc/word:word,daa57fa34645e39c6e0214d1f4698134963b65be,T,0,43,42,1,0,3
github.com/leibnitz27/cfr:cfr,d6f6758ee900ae1a1fffebe2d75c69ce21237b2a,T,0,0,0,0,0,0
github.com/alibaba/testable-mock:testable-parent,30570ae69dcbfd1851d81ee2c934614762e45e95,T,0,0,0,0,0,0
github.com/alibaba/testable-mock:testable-processor,30570ae69dcbfd1851d81ee2c934614762e45e95,T,0,0,0,0,0,0
github.com/alibaba/testable-mock:testable-core,30570ae69dcbfd1851d81ee2c934614762e45e95,T,0,0,0,0,0,0
github.com/alibaba/testable-mock:testable-agent,30570ae69dcbfd1851d81ee2c934614762e45e95,T,0,0,0,0,0,0
github.com/alibaba/testable-mock:testable-all,30570ae69dcbfd1851d81ee2c934614762e45e95,T,0,0,0,0,0,0
github.com/alibaba/testable-mock:testable-maven-plugin,30570ae69dcbfd1851d81ee2c934614762e45e95,T,0,0,0,0,0,0
github.com/alibaba/testable-mock:java-demo,30570ae69dcbfd1851d81ee2c934614762e45e95,T,0,0,0,0,0,1
github.com/alibaba/testable-mock:kotlin-demo,30570ae69dcbfd1851d81ee2c934614762e45e95,T,0,0,0,0,0,1
github.com/alibaba/testable-mock:spock-demo,30570ae69dcbfd1851d81ee2c934614762e45e95,T,0,0,0,0,0,1
github.com/alibaba/testable-mock:demo,30570ae69dcbfd1851d81ee2c934614762e45e95,T,0,0,0,0,0,1
github.com/alibaba/testable-mock:testable-aggregate,30570ae69dcbfd1851d81ee2c934614762e45e95,T,0,0,0,0,0,1
github.com/kilim/kilim:kilim,0a2e2613ef915243b51c2ec5650e4bd1717b3e3b,T,0,0,,,,1
github.com/c0ny1/chunked-coding-converter:chunked-coding-converter,8a04777bb324048b6f75871544539f9aa058bcb5,T,0,0,0,0,0,0
github.com/haraldk/TwelveMonkeys:twelvemonkeys,5fc7dc1963aa98e27d5fd421cb8a3f2c27fd94b1,T,0,0,0,0,0,2
github.com/haraldk/TwelveMonkeys:common,5fc7dc1963aa98e27d5fd421cb8a3f2c27fd94b1,T,0,0,0,0,0,2
github.com/haraldk/TwelveMonkeys:common-lang,5fc7dc1963aa98e27d5fd421cb8a3f2c27fd94b1,T,0,561,560,1,0,2
github.com/haraldk/TwelveMonkeys:common-io,5fc7dc1963aa98e27d5fd421cb8a3f2c27fd94b1,T,0,303,303,0,0,2
github.com/haraldk/TwelveMonkeys:common-image,5fc7dc1963aa98e27d5fd421cb8a3f2c27fd94b1,T,0,78,78,0,0,3
github.com/haraldk/TwelveMonkeys:servlet,5fc7dc1963aa98e27d5fd421cb8a3f2c27fd94b1,T,0,3,3,0,0,3
github.com/haraldk/TwelveMonkeys:imageio,5fc7dc1963aa98e27d5fd421cb8a3f2c27fd94b1,T,0,0,0,0,0,3
github.com/haraldk/TwelveMonkeys:imageio-core,5fc7dc1963aa98e27d5fd421cb8a3f2c27fd94b1,T,0,446,445,0,1,3
github.com/haraldk/TwelveMonkeys:imageio-metadata,5fc7dc1963aa98e27d5fd421cb8a3f2c27fd94b1,T,0,438,438,0,0,4
github.com/haraldk/TwelveMonkeys:imageio-clippath,5fc7dc1963aa98e27d5fd421cb8a3f2c27fd94b1,T,0,84,84,0,0,4
github.com/haraldk/TwelveMonkeys:imageio-bmp,5fc7dc1963aa98e27d5fd421cb8a3f2c27fd94b1,T,0,299,290,9,0,4
github.com/haraldk/TwelveMonkeys:imageio-hdr,5fc7dc1963aa98e27d5fd421cb8a3f2c27fd94b1,T,0,95,92,3,0,4
github.com/haraldk/TwelveMonkeys:imageio-icns,5fc7dc1963aa98e27d5fd421cb8a3f2c27fd94b1,T,0,106,103,3,0,5
github.com/haraldk/TwelveMonkeys:imageio-iff,5fc7dc1963aa98e27d5fd421cb8a3f2c27fd94b1,T,0,146,142,4,0,5
github.com/haraldk/TwelveMonkeys:imageio-jpeg,5fc7dc1963aa98e27d5fd421cb8a3f2c27fd94b1,T,0,235,226,8,1,6
github.com/haraldk/TwelveMonkeys:imageio-pcx,5fc7dc1963aa98e27d5fd421cb8a3f2c27fd94b1,T,0,173,167,6,0,6
github.com/haraldk/TwelveMonkeys:imageio-pdf,5fc7dc1963aa98e27d5fd421cb8a3f2c27fd94b1,T,0,0,0,0,0,6
github.com/haraldk/TwelveMonkeys:imageio-pict,5fc7dc1963aa98e27d5fd421cb8a3f2c27fd94b1,T,0,190,183,7,0,6
github.com/haraldk/TwelveMonkeys:imageio-pnm,5fc7dc1963aa98e27d5fd421cb8a3f2c27fd94b1,T,0,234,228,6,0,7
github.com/haraldk/TwelveMonkeys:imageio-psd,5fc7dc1963aa98e27d5fd421cb8a3f2c27fd94b1,T,0,138,135,3,0,7
github.com/haraldk/TwelveMonkeys:imageio-sgi,5fc7dc1963aa98e27d5fd421cb8a3f2c27fd94b1,T,0,85,82,3,0,7
github.com/haraldk/TwelveMonkeys:imageio-tga,5fc7dc1963aa98e27d5fd421cb8a3f2c27fd94b1,T,0,169,162,3,4,8
github.com/haraldk/TwelveMonkeys:imageio-thumbsdb,5fc7dc1963aa98e27d5fd421cb8a3f2c27fd94b1,T,0,85,82,3,0,8
github.com/haraldk/TwelveMonkeys:imageio-tiff,5fc7dc1963aa98e27d5fd421cb8a3f2c27fd94b1,T,0,421,398,23,0,9
github.com/haraldk/TwelveMonkeys:imageio-webp,5fc7dc1963aa98e27d5fd421cb8a3f2c27fd94b1,T,0,109,106,3,0,10
github.com/haraldk/TwelveMonkeys:imageio-xwd,5fc7dc1963aa98e27d5fd421cb8a3f2c27fd94b1,T,0,85,82,3,0,10
github.com/haraldk/TwelveMonkeys:imageio-batik,5fc7dc1963aa98e27d5fd421cb8a3f2c27fd94b1,T,0,177,170,7,0,11
github.com/haraldk/TwelveMonkeys:imageio-reference,5fc7dc1963aa98e27d5fd421cb8a3f2c27fd94b1,T,0,142,142,0,0,11
github.com/haraldk/TwelveMonkeys:imageio-jpeg-jep262-interop,5fc7dc1963aa98e27d5fd421cb8a3f2c27fd94b1,T,0,73,70,3,0,12
github.com/haraldk/TwelveMonkeys:imageio-jpeg-jai-interop,5fc7dc1963aa98e27d5fd421cb8a3f2c27fd94b1,T,0,73,4,69,0,12
github.com/haraldk/TwelveMonkeys:imageio-tiff-jai-interop,5fc7dc1963aa98e27d5fd421cb8a3f2c27fd94b1,T,0,1,1,0,0,12
github.com/haraldk/TwelveMonkeys:imageio-tiff-jdk-interop,5fc7dc1963aa98e27d5fd421cb8a3f2c27fd94b1,T,0,73,73,0,0,13
github.com/haraldk/TwelveMonkeys:contrib,5fc7dc1963aa98e27d5fd421cb8a3f2c27fd94b1,T,0,12,12,0,0,13
github.com/haraldk/TwelveMonkeys:bom,5fc7dc1963aa98e27d5fd421cb8a3f2c27fd94b1,T,0,0,0,0,0,13
github.com/uber-common/jvm-profiler:jvm-profiler,07ecfce5bbae89cae1415296d4c6eb7cdd7b7dfa,T,0,70,70,0,0,2
github.com/winder/Universal-G-Code-Sender:ugs-parent,445cd19cc99dbee82560c5286fbec7446505febc,T,0,0,0,0,0,9
github.com/winder/Universal-G-Code-Sender:ugs-core,445cd19cc99dbee82560c5286fbec7446505febc,T,1,580,579,1,0,13
github.com/winder/Universal-G-Code-Sender:ugs-pendant,445cd19cc99dbee82560c5286fbec7446505febc,T,0,2,2,0,0,13
github.com/winder/Universal-G-Code-Sender:ugs-cli,445cd19cc99dbee82560c5286fbec7446505febc,T,0,0,0,0,0,13
github.com/winder/Universal-G-Code-Sender:ugs-classic,445cd19cc99dbee82560c5286fbec7446505febc,T,0,0,0,0,0,14
github.com/winder/Universal-G-Code-Sender:ugs-platform-parent,445cd19cc99dbee82560c5286fbec7446505febc,T,0,0,0,0,0,14
github.com/winder/Universal-G-Code-Sender:ugs-platform-branding,445cd19cc99dbee82560c5286fbec7446505febc,T,0,0,0,0,0,14
github.com/winder/Universal-G-Code-Sender:ugs-platform-ugslib,445cd19cc99dbee82560c5286fbec7446505febc,T,0,0,0,0,0,14
github.com/winder/Universal-G-Code-Sender:ugs-platform-ugscore,445cd19cc99dbee82560c5286fbec7446505febc,T,0,11,11,0,0,14
github.com/winder/Universal-G-Code-Sender:ugs-platform-visualizer,445cd19cc99dbee82560c5286fbec7446505febc,T,0,1,1,0,0,15
github.com/winder/Universal-G-Code-Sender:ugs-platform-plugin-workflow,445cd19cc99dbee82560c5286fbec7446505febc,T,0,0,0,0,0,15
github.com/winder/Universal-G-Code-Sender:ugs-platform-gcode-editor,445cd19cc99dbee82560c5286fbec7446505febc,T,0,25,25,0,0,15
github.com/winder/Universal-G-Code-Sender:ugs-platform-surfacescanner,445cd19cc99dbee82560c5286fbec7446505febc,T,0,2,2,0,0,15
github.com/winder/Universal-G-Code-Sender:ProbeModule,445cd19cc99dbee82560c5286fbec7446505febc,T,0,4,4,0,0,15
github.com/winder/Universal-G-Code-Sender:GcodeTools,445cd19cc99dbee82560c5286fbec7446505febc,T,0,0,0,0,0,16
github.com/winder/Universal-G-Code-Sender:ugs-platform-plugin-jog,445cd19cc99dbee82560c5286fbec7446505febc,T,0,0,0,0,0,16
github.com/winder/Universal-G-Code-Sender:ugs-platform-plugin-setup-wizard,445cd19cc99dbee82560c5286fbec7446505febc,T,0,0,0,0,0,16
github.com/winder/Universal-G-Code-Sender:ugs-platform-welcome-page,445cd19cc99dbee82560c5286fbec7446505febc,T,0,0,0,0,0,16
github.com/winder/Universal-G-Code-Sender:ugs-platform-plugin-joystick,445cd19cc99dbee82560c5286fbec7446505febc,T,0,18,18,0,0,16
github.com/winder/Universal-G-Code-Sender:ugs-platform-plugin-cloud-storage,445cd19cc99dbee82560c5286fbec7446505febc,T,0,0,0,0,0,17
github.com/winder/Universal-G-Code-Sender:ugs-platform-plugin-toolbox,445cd19cc99dbee82560c5286fbec7446505febc,T,0,0,0,0,0,17
github.com/winder/Universal-G-Code-Sender:ugs-platform-plugin-dro,445cd19cc99dbee82560c5286fbec7446505febc,T,0,0,0,0,0,17
github.com/winder/Universal-G-Code-Sender:ugs-platform-plugin-designer,445cd19cc99dbee82560c5286fbec7446505febc,T,0,105,105,0,0,17
github.com/winder/Universal-G-Code-Sender:ugs-platform-plugin-filebrowser,445cd19cc99dbee82560c5286fbec7446505febc,T,0,0,0,0,0,18
github.com/winder/Universal-G-Code-Sender:ugs-platform-plugin-console,445cd19cc99dbee82560c5286fbec7446505febc,T,0,0,0,0,0,18
github.com/winder/Universal-G-Code-Sender:ugs-platform-app,445cd19cc99dbee82560c5286fbec7446505febc,T,0,2,1,1,0,18
github.com/Qihoo360/XLearning:xlearning,0cafa45084ada26919d827fc59bb0efd27f9e67e,T,0,0,0,0,0,1
github.com/techa03/goodsKill,F,,,,,,,0
github.com/atjiu/pybbs:pybbs,714b1bbc17938de0bef1bb3320868ba0457a422f,T,0,0,,,,1
github.com/Cybereason/Logout4Shell:logout4shell,891e7debe3e973306ac27fc5f24e486b0cb5f4e5,T,0,0,0,0,0,0
github.com/gchq/Gaffer,F,,,,,,,15
github.com/komoot/photon,F,,,,,,,0
github.com/xianrendzw/EasyReport,F,,,,,,,0
github.com/bit4woo/domain_hunter_pro:domain_hunter_pro,83ab06cbe15d19f4ce1643048c1842907e7a978f,T,0,0,0,0,0,1
github.com/centic9/jgit-cookbook:jgit-cookbook,d923e18b2ce2e55761858fd2e8e402dd252e0766,T,0,0,,,,0
github.com/primefaces/primefaces:primefaces-parent,0bab7f84e39cc04361727d036e3bcaba26cfb3e2,T,0,0,0,0,0,10
github.com/primefaces/primefaces:primefaces,0bab7f84e39cc04361727d036e3bcaba26cfb3e2,T,0,408,407,1,0,11
github.com/primefaces/primefaces:primefaces-showcase,0bab7f84e39cc04361727d036e3bcaba26cfb3e2,T,0,0,0,0,0,11
github.com/primefaces/primefaces:primefaces-selenium,0bab7f84e39cc04361727d036e3bcaba26cfb3e2,T,0,0,0,0,0,11
github.com/primefaces/primefaces:primefaces-selenium-core,0bab7f84e39cc04361727d036e3bcaba26cfb3e2,T,0,0,0,0,0,11
github.com/primefaces/primefaces:primefaces-selenium-components,0bab7f84e39cc04361727d036e3bcaba26cfb3e2,T,0,0,0,0,0,11
github.com/primefaces/primefaces:primefaces-integration-tests,0bab7f84e39cc04361727d036e3bcaba26cfb3e2,T,0,0,0,0,0,12
github.com/primefaces/primefaces:primefaces-integration-tests-jakarta,0bab7f84e39cc04361727d036e3bcaba26cfb3e2,T,0,0,0,0,0,12
github.com/primefaces/primefaces:primefaces-cli,0bab7f84e39cc04361727d036e3bcaba26cfb3e2,T,0,15,15,0,0,12
github.com/0x727/SpringBootExploit,F,,,,,,,0
github.com/apache/atlas:atlas-buildtools,94083a3802dfe6f712e2c2d8cf777311ad5ca34b,T,0,0,0,0,0,17
github.com/apache/atlas:apache-atlas,94083a3802dfe6f712e2c2d8cf777311ad5ca34b,T,0,0,0,0,0,17
github.com/apache/atlas:atlas-intg,94083a3802dfe6f712e2c2d8cf777311ad5ca34b,T,0,0,0,0,0,17
github.com/apache/atlas:atlas-testtools,94083a3802dfe6f712e2c2d8cf777311ad5ca34b,T,0,0,0,0,0,17
github.com/apache/atlas:atlas-common,94083a3802dfe6f712e2c2d8cf777311ad5ca34b,T,0,0,0,0,0,18
github.com/apache/atlas:atlas-client,94083a3802dfe6f712e2c2d8cf777311ad5ca34b,T,0,0,0,0,0,18
github.com/apache/atlas:atlas-client-common,94083a3802dfe6f712e2c2d8cf777311ad5ca34b,T,0,0,0,0,0,18
github.com/apache/atlas:atlas-client-v1,94083a3802dfe6f712e2c2d8cf777311ad5ca34b,T,0,0,0,0,0,18
